0,0.11
0.05,0.58
0.1,1.05
0.15,1.46
0.2,1.88
0.25,2.23
0.3,2.6
0.35,2.93
0.4,3.26
0.45,3.5
0.5,3.8
0.55,4
0.6,4.22
0.65,4.4
0.7,4.54
0.75,4.69
0.8,4.78
0.85,4.89
0.9,4.96
0.95,4.99
1,5
