0.19,0,0.777777777778,0.796004104694
0.2,0.01,0.555555555556,0.776101183282
0.21,0.01,0.516666666667,0.776653462231
0.22,0.02,0.527777777778,0.796635417403
0.23,0.02,0.611111111111,0.835021524663
0.24,0.03,0.888888888889,0.890786259871
0.25,0.04,1,0.962904098893
0.26,0.05,1.11111111111,1.05034951759
0.27,0.06,1.38888888889,1.15209699183
0.28,0.08,1.47222222222,1.26712099746
0.29,0.09,1.52777777778,1.39439601037
0.3,0.11,1.61111111111,1.53289650639
0.31,0.12,1.86111111111,1.68159696142
0.32,0.15,1.88888888889,1.83947185129
0.33,0.16,1.83333333333,2.00549565188
0.34,0.18,2.30555555556,2.17864283905
0.35,0.2,3.19444444444,2.35788788866
0.36,0.26,2.72222222222,2.54220527658
0.37,0.26,1.80555555556,2.73056947867
0.38,0.28,2.30555555556,2.92195497079
0.39,0.3,3.30555555556,3.1153362288
0.4,0.35,3.97222222222,3.30968772857
0.41,0.4,2.83333333333,3.50398394596
0.42,0.4,2.22222222222,3.69719935684
0.43,0.43,2.91666666667,3.88830843706
0.44,0.46,3.72222222222,4.07628566249
0.45,0.5,4.94444444444,4.26010550899
0.46,0.56,5.86111111111,4.43874245243
0.47,0.63,5.5,4.61117096867
0.48,0.68,7.16666666667,4.77636553357
0.49,0.71,12.1388888889,4.93330062299
0.5,0.73,30.3333333333,5.0809507128
0.51,1.85,4.25,5.21829027886
0.52,0.82,-22.2222222222,5.34429379704
0.53,0.87,-4.08333333333,5.45793574319
0.54,0.92,1.83333333333,5.55819059318
0.55,0.96,5.27777777778,5.64403282288
0.56,1.03,5.41666666667,5.71443690814
0.57,1.07,5.47222222222,5.76837732482
0.58,1.13,6.30555555556,5.8048285488
0.59,1.2,6.83333333333,5.82276505594
0.6,1.27,7.02777777778,5.82116132209
0.61,1.34,7,5.79899182312
0.62,1.42,5.86111111111,5.7552310349
0.63,1.47,3.5,5.68885343328
0.64,1.49,1.97222222222,5.59883349413
0.65,1.48,2.5,5.48414569331
0.66,1.48,8.69444444444,5.34376450669
0.67,1.78,5.55555555556,5.17666441013
0.68,1.48,11.1388888889,4.98181987949
0.69,1.93,21.4722222222,4.75820539063
0.7,2.14,10.3611111111,4.50479541943
0.71,2.16,-2.11111111111,4.22056444173
0.72,2.13,-16.25,3.9044869334
0.73,1.49,-0.194444444444,3.55553737031
0.74,2.13,16.1944444444,3.17269022833
0.75,2.14,5.44444444444,2.7549199833
0.76,2.13,1.86111111111,2.3012011111
0.77,2.14,0.166666666667,1.81050808759
0.78,2.14,-0.291666666667,1.28181538863
0.79,2.13,-0.666666666667,0.714097490079
